2.000000000000000000e+00,1.769553623916598761e+00,5.461822813471847837e+00,-5.769009630861565707e-01
1.000000000000000000e+00,3.732710916595169515e+00,4.486073435459075887e-02,-1.844202664418484461e-01
1.000000000000000000e+00,5.608337113047710432e+00,4.403331200100463749e-01,9.649837495852923164e-01
1.000000000000000000e+00,4.693180399901960342e+00,6.396922516859271379e-01,4.387115344425632779e-01
2.000000000000000000e+00,6.996315415934680759e-01,3.950150056680499233e+00,-1.833373553128186118e-01
1.000000000000000000e+00,4.312349571148830663e+00,3.610635645378348045e-03,-5.091068907612323891e-01
1.000000000000000000e+00,4.299040232386716731e+00,-3.258799576233332301e-02,-8.686544691185970057e-01
1.000000000000000000e+00,3.433311625846584114e+00,8.244330779608103343e-01,2.340373442282855265e+00
2.000000000000000000e+00,5.888871383072801224e-01,6.070268744747986389e+00,9.875835533913586428e-02
2.000000000000000000e+00,1.233765146593243323e+00,5.282327714137615260e+00,-1.954511208955472146e+00
1.000000000000000000e+00,6.674374694190255752e+00,2.796028695183845891e-01,-2.186049289465729628e-01
0.000000000000000000e+00,1.451531071339636547e+00,-3.286262119246100011e-01,2.822928118532291197e+00
2.000000000000000000e+00,7.704930273731335211e-01,4.164916705625705262e+00,-7.956437923094049625e-01
0.000000000000000000e+00,4.442327441734919002e-01,-8.987261551251675140e-01,-2.358955456673395457e+00
1.000000000000000000e+00,5.696488797952859784e+00,5.558082320661054121e-01,1.678829103523260091e+00
1.000000000000000000e+00,5.027338149904752918e+00,7.474467484772905346e-01,1.211687025538495943e+00
0.000000000000000000e+00,1.611418065064824878e+00,8.603282109988609205e-01,8.229867161734308878e-01
1.000000000000000000e+00,5.645549827444967583e+00,-6.765887323786800023e-01,1.693159835083399400e+00
0.000000000000000000e+00,1.427728206693930746e+00,3.542177295860245434e-01,1.176024321061131195e+00
1.000000000000000000e+00,6.195485155505348729e+00,1.363579815722957944e+00,-1.312642634346508741e+00
1.000000000000000000e+00,4.761556306725501564e+00,7.856550985428323308e-01,-1.039086296870885169e-02
1.000000000000000000e+00,4.288193511258219459e+00,4.882095991447460981e-01,7.631517924290051047e-01
1.000000000000000000e+00,4.910175576244458995e+00,2.033829595272138135e+00,-4.020299618894204174e-01
2.000000000000000000e+00,-7.719429831840943779e-01,5.599152828133421522e+00,1.293316873470184092e+00
1.000000000000000000e+00,5.091035545799472040e+00,-3.023051755167699639e+00,-3.653101936376481063e-01
1.000000000000000000e+00,5.421401343210113133e+00,-2.498506743238912142e-01,4.491885637616285232e-01
0.000000000000000000e+00,-5.236504578871742366e-01,-1.774544747577134318e+00,1.648553831875675391e+00
1.000000000000000000e+00,4.645019835744006009e+00,2.396845675371465645e-01,-8.049158721139244577e-01
2.000000000000000000e+00,7.034481951187072646e-01,6.037615422432998535e+00,1.311395499576653467e+00
0.000000000000000000e+00,-4.304033995522565381e-01,-1.557660436637264612e+00,1.067136983762203423e-01
2.000000000000000000e+00,7.486734928557091384e-02,5.157120654317089326e+00,2.414268501126821120e-01
2.000000000000000000e+00,4.663705013495726970e-01,2.860415001061348050e+00,-1.664420209980535248e-01
0.000000000000000000e+00,-5.879617922786215534e-01,8.542416304840767527e-01,7.143662371515668852e-01
2.000000000000000000e+00,-5.551566637882019428e-01,2.785082417791495235e+00,-1.535118695110932352e+00
0.000000000000000000e+00,6.406972919439204994e-02,-1.130546803323531080e+00,3.186620047192895155e-01
0.000000000000000000e+00,1.305189453621453222e+00,-2.805512173576582002e-01,1.922073536338173017e-01
0.000000000000000000e+00,-1.893356560631060725e+00,-1.397861587161238095e+00,-3.316426428350735447e-03
2.000000000000000000e+00,-1.318794083411757967e+00,5.154568752202449033e+00,4.725576092062919176e-01
0.000000000000000000e+00,-2.472220066557954676e-01,6.891994430800615357e-01,7.094605954992940777e-01
